29,0.177,35.131,G,11.5,4.4,3.1,85,,NGC 1961
2,-0.145,-91.324,G,10.9,5.2,2.3,31,,NGC 1964
15,0.035,16.036,Cl+N,2.5,9.3,,,Lower Sword,NGC 1980
18,0.016,-0.806,RfN,9.5,2.0,2.0,,,NGC 1999
22,0.095,15.803,PN,11.6,0.3,,,,NGC 2022
1,-0.007,-10.943,Neb,,30.0,30.0,,,NGC 2024
101,0.347,51.722,OCl,,5.4,,,,NGC 2126
2,-0.024,-26.544,OCl,6.7,3.9,,,,NGC 2129
28,0.106,0.774,OCl,8.6,8.4,,,,NGC 2158
10,0.016,-10.131,OCl,5.9,7.2,,,,NGC 2169
15,0.043,-20.192,Neb,12.9,2.0,2.0,,,NGC 2185
,0.019,11.686,OCl,8.7,4.2,,,,NGC 2186
7,0.027,7.348,OCl,8.5,8.7,,,,NGC 2194
9,0.030,-31.473,OCl,8.6,6.3,,,,NGC 2204
10,0.088,11.382,OCl,8.4,8.4,,,,NGC 2215
16,0.120,2.437,OCl,3.9,9.9,,,,NGC 2232
11,0.065,9.790,Dup,,,,,,NGC 2244
6,0.045,3.423,OCl,7.3,5.7,,,,NGC 2251
12,0.106,1.529,Cl+N,3.9,11.4,,,Christmas Tree Cluster,NGC 2264
1,0.039,17.075,OCl,9.5,4.2,,,,NGC 2266
14,0.083,14.109,OCl,5.4,10.8,,,,NGC 2281
4,-0.011,-44.227,OCl,7.5,5.4,,,,NGC 2286
14,0.069,3.607,OCl,6.0,10.2,,,Great Bird Cluster,NGC 2301
2,0.057,17.534,OCl,10.0,4.8,,,,NGC 2304
6,0.043,-22.604,OCl,9.6,6.0,,,,NGC 2311
12,0.106,5.656,OCl,8.4,8.7,,,,NGC 2324
10,0.045,-11.074,OCl,7.2,8.7,,,,NGC 2335
7,0.021,-0.588,OCl,6.7,7.5,,,,NGC 2343
9,0.107,0.351,OCl,7.1,6.6,,,,NGC 2353
,-0.007,-15.423,OCl,6.5,4.8,,,,NGC 2354
,0.048,39.439,OCl,9.7,6.0,,,,NGC 2355
4,0.012,-29.391,OCl,7.2,9.0,,,Caroline's Cluster,NGC 2360
1,0.017,-9.313,OCl,4.1,7.2,,,,NGC 2362
8,0.114,54.445,PN,11.2,2.2,1.0,125,,NGC 2371
20,0.060,-8.579,PN,9.6,0.9,,,Eskimo Nebula,NGC 2392
2,-0.032,-7.304,OCl,8.0,4.6,,,,NGC 2395
7,0.160,51.995,G,8.4,19.9,10.1,126,,NGC 2403
15,0.022,-26.723,GCl,10.1,4.5,,,,NGC 2419
,0.004,-17.306,OCl,8.3,7.5,,,,NGC 2420
,-0.037,-42.186,OCl,8.3,5.1,,,,NGC 2421
,0.007,6.129,OCl,4.4,19.8,,,,NGC 2422
,0.009,0.612,OCl,6.7,11.7,,,,NGC 2423
14,0.078,-0.865,PN,10.8,1.1,,,,NGC 2438
1,0.002,-3.472,PN,9.4,0.3,,,,NGC 2440
38,0.219,0.500,OCl,9.6,6.3,,,,NGC 2479
2,0.002,-6.547,OCl,7.3,6.6,,,,NGC 2482
6,0.017,-5.806,OCl,7.9,4.2,,,,NGC 2489
16,0.063,19.291,OCl,7.6,10.8,,,,NGC 2506
2,0.013,-8.281,OCl,9.3,4.8,,,,NGC 2509
17,0.070,-9.096,Dup,,,,,,NGC 2527
11,0.094,15.326,OCl,6.5,12.3,,,,NGC 2539
8,0.052,7.071,OCl,5.8,28.2,,,,NGC 2548
18,0.081,-24.886,OCl,7.4,6.0,,,,NGC 2567
3,0.006,0.887,OCl,7.0,7.2,,,,NGC 2571
41,0.240,6.775,G,10.4,7.6,1.8,113,,NGC 2613
13,0.065,-6.976,OCl,8.4,5.4,,,,NGC 2627
27,0.306,108.173,G,10.4,3.9,2.1,16,,NGC 2655
25,-0.035,-26.909,G,10.9,4.0,4.0,70,,NGC 2681
1,-0.014,-17.892,G,9.7,9.5,2.7,44,,NGC 2683
58,0.248,27.057,G,11.5,2.9,1.5,87,,NGC 2742
25,0.068,-0.442,G,9.9,5.6,2.2,93,,NGC 2768
6,-0.022,-52.999,G,10.2,4.2,3.4,159,,NGC 2775
6,0.063,33.076,G,12.4,3.2,2.4,20,,NGC 2782
4,0.087,29.089,G,11.2,3.2,1.8,114,,NGC 2787
23,-0.052,-85.516,G,11.4,3.0,1.0,20,,NGC 2811
29,0.097,67.290,G,10.2,6.9,3.3,147,,NGC 2841
17,0.038,-16.463,G,10.9,3.2,2.8,85,,NGC 2859
43,0.131,-13.013,G,8.9,11.9,5.3,22,,NGC 2903
46,0.174,37.350,G,11.0,2.6,1.6,142,,NGC 2950
13,0.005,-27.004,G,11.4,2.9,2.2,97,,NGC 2964
9,-0.006,-35.546,G,10.9,3.5,2.1,44,,NGC 2974
1,0.079,71.615,G,10.2,5.8,3.0,143,,NGC 2976
8,0.052,4.363,G,10.5,3.6,2.9,177,,NGC 2985
48,0.091,-2.600,G,8.3,11.0,5.1,66,Cigar Galaxy,NGC 3034
42,0.124,-0.945,G,9.9,5.2,4.3,49,,NGC 3077
1,-0.022,-13.054,G,10.7,8.2,1.3,166,,NGC 3079
35,0.054,-63.399,G,9.1,7.1,3.0,43,Spindle Galaxy,NGC 3115
31,0.195,81.120,G,11.9,4.1,3.5,152,,NGC 3147
18,-0.053,-69.976,G,10.6,4.5,2.8,87,,NGC 3166
2,0.009,0.041,G,10.9,4.3,2.6,49,,NGC 3169
14,0.067,37.958,G,9.8,7.4,7.2,117,,NGC 3184
5,-0.003,-19.592,Dup,,,,,,NGC 3190
2,0.005,0.062,G,11.0,2.4,2.2,20,,NGC 3193
4,0.025,23.656,G,10.4,6.5,1.8,30,,NGC 3198
27,0.059,-25.651,G,12.9,3.1,2.3,13,,NGC 3226
,0.001,-0.034,G,11.7,4.0,1.9,156,,NGC 3227
14,0.021,-38.507,PN,7.7,0.4,,,Jupiter's Ghost Nebula,NGC 3242
2,0.042,47.149,G,10.8,3.6,2.3,176,,NGC 3245
31,0.094,0.005,G,11.7,2.1,1.6,29,,NGC 3277
16,0.056,8.813,G,11.7,3.1,1.6,119,,NGC 3294
15,0.041,16.178,G,11.6,1.8,1.7,10,,NGC 3310
33,0.079,-28.581,G,10.0,6.7,6.4,150,,NGC 3344
32,0.070,-10.936,G,10.3,3.9,1.9,36,,NGC 3377
1,0.002,-1.404,G,9.3,4.9,4.2,71,,NGC 3379
4,0.008,0.047,G,10.0,5.2,2.4,53,,NGC 3384
10,0.026,20.354,G,12.1,1.6,0.9,40,,NGC 3395
16,0.017,-19.571,G,10.5,4.0,2.2,155,,NGC 3412
1,0.007,14.563,G,11.1,2.7,1.4,9,,NGC 3414
17,0.020,8.644,G,11.3,7.4,2.1,33,,NGC 3432
53,0.132,-7.644,G,10.6,5.8,4.1,80,,NGC 3486
2,-0.002,-15.074,G,10.2,3.4,2.0,70,,NGC 3489
14,0.048,14.072,G,12.2,2.5,2.2,150,,NGC 3504
16,0.044,-28.009,G,9.1,8.3,4.5,162,,NGC 3521
34,0.095,55.710,G,10.1,4.0,1.7,79,,NGC 3556
36,0.052,-42.856,G,10.9,4.7,1.9,91,,NGC 3593
13,0.038,5.234,G,10.0,4.6,4.0,120,,NGC 3607
,0.001,0.097,G,10.6,3.2,2.7,78,,NGC 3608
1,0.024,40.637,G,10.8,2.4,2.4,135,,NGC 3610
2,0.003,-0.786,G,10.8,3.5,1.8,100,,NGC 3613
5,0.013,-0.242,G,12.5,3.9,3.1,25,,NGC 3619
1,-0.018,-90.572,G,9.6,9.8,4.0,161,,NGC 3621
4,0.029,51.171,G,11.0,2.9,1.9,157,,NGC 3626
1,0.004,-4.767,G,9.4,11.0,3.4,104,,NGC 3628
2,0.013,39.580,G,10.4,3.7,3.1,118,,NGC 3631
8,0.001,-49.935,G,10.4,4.3,3.8,98,,NGC 3640
14,0.030,13.355,G,11.7,1.4,1.0,32,,NGC 3655
9,0.030,22.173,G,10.8,4.1,3.0,29,,NGC 3665
9,0.024,4.823,G,10.1,5.9,3.3,178,,NGC 3675
10,0.026,-26.362,G,11.4,2.9,2.2,21,,NGC 3686
39,0.094,29.805,G,10.5,5.3,3.5,14,,NGC 3726
2,0.008,6.097,G,11.6,2.9,2.1,14,,NGC 3729
80,0.119,-41.655,G,10.8,3.4,2.3,28,,NGC 3810
2,0.006,25.076,G,11.7,2.1,1.2,85,,NGC 3813
63,0.080,10.947,G,11.0,5.4,1.2,36,,NGC 3877
15,0.042,1.217,G,10.6,2.7,1.4,158,,NGC 3893
4,0.010,7.373,G,10.7,3.5,2.1,107,,NGC 3898
1,-0.002,-29.062,G,11.4,2.5,1.2,2,,NGC 3900
11,0.016,-0.543,Dup,,,,,,NGC 3912
25,0.045,17.642,G,10.4,3.5,3.4,28,,NGC 3938
2,0.002,-7.135,G,10.4,3.5,2.3,10,,NGC 3941
3,0.005,23.690,G,10.8,5.5,3.3,15,,NGC 3945
3,0.008,-12.817,G,10.9,2.3,1.3,116,,NGC 3949
3,0.002,4.468,G,10.1,6.1,3.1,14,,NGC 3953
8,0.014,-66.302,G,10.7,4.2,3.0,10,,NGC 3962
19,0.030,69.100,G,11.7,2.1,1.9,25,,NGC 3982
9,0.019,-1.750,G,9.9,8.1,5.6,78,,NGC 3992
5,0.006,2.079,G,11.3,2.8,2.3,139,,NGC 3998
27,0.024,-4.492,G,10.8,4.4,0.9,178,,NGC 4026
,0.002,-70.227,G,11.2,3.5,2.8,163,,NGC 4027
2,0.015,18.165,G,10.5,3.8,2.6,19,,NGC 4030
5,0.017,62.996,G,10.8,4.8,2.1,83,,NGC 4036
1,0.007,-80.764,G,10.2,5.4,3.8,80,Antennae Galaxies,NGC 4038
2,0.006,81.005,G,11.1,2.6,2.4,70,,NGC 4041
9,0.016,-17.606,G,11.4,4.9,4.3,146,,NGC 4051
33,0.037,5.822,G,12.4,2.2,0.6,78,,NGC 4085
2,0.003,0.186,G,10.6,7.0,2.6,44,,NGC 4088
13,0.013,2.172,G,11.9,2.9,1.7,37,,NGC 4102
8,0.012,-9.645,G,10.8,1.8,0.6,152,,NGC 4111
31,0.042,-0.532,G,12.1,2.7,1.7,144,,NGC 4143
3,0.008,-23.992,GCl,10.7,2.4,,,,NGC 4147
2,0.008,11.860,G,11.7,2.0,1.3,148,,NGC 4150
,-0.000,9.004,G,11.5,2.9,2.2,50,,NGC 4151
27,0.038,-38.106,G,10.9,4.5,1.2,146,,NGC 4179
23,0.037,31.897,G,11.6,3.4,1.4,10,,NGC 4203
10,0.010,3.130,G,9.8,6.8,5.3,128,,NGC 4214
1,0.004,-23.178,G,9.9,7.8,1.8,20,,NGC 4216
28,0.029,16.459,G,11.4,2.5,1.6,145,,NGC 4245
5,0.008,-1.433,G,10.8,2.3,1.2,100,,NGC 4251
6,0.014,19.129,G,9.3,17.0,7.2,150,,NGC 4258
2,0.007,-41.479,G,11.1,4.2,3.4,160,,NGC 4261
11,0.009,-0.482,G,11.8,2.2,1.9,11,,NGC 4273
,-0.001,24.271,G,10.4,3.6,1.7,102,,NGC 4274
3,0.004,-0.333,G,10.2,2.9,2.8,35,,NGC 4278
2,0.004,-23.895,G,11.3,2.9,1.4,86,,NGC 4281
11,0.015,12.996,G,10.2,6.2,3.7,72,,NGC 4293
9,0.011,-13.908,G,10.2,6.9,6.6,20,,NGC 4303
10,0.011,25.422,G,10.6,3.7,3.6,150,,NGC 4314
31,0.015,17.098,G,12.1,3.1,1.1,99,,NGC 4346
3,0.008,-30.301,G,10.9,2.8,1.3,28,,NGC 4350
10,0.010,-35.478,PN,10.9,1.1,,,,NGC 4361
3,-0.001,26.103,G,9.4,5.1,3.7,40,,NGC 4365
5,0.007,4.386,G,10.8,3.9,1.8,96,,NGC 4371
22,0.017,6.510,G,11.0,3.5,3.4,145,,NGC 4394
19,0.009,13.010,G,10.2,1.9,1.1,162,,NGC 4414
4,0.008,-16.177,G,11.1,3.9,1.3,133,,NGC 4419
9,0.008,-3.939,G,10.1,5.3,2.4,98,,NGC 4429
5,0.004,1.971,G,11.0,3.0,2.1,12,Eyes,NGC 4435
2,0.002,-0.070,G,10.9,9.2,4.0,27,Eyes,NGC 4438
3,0.005,-3.205,G,10.6,4.3,1.6,87,,NGC 4442
5,0.003,18.816,G,11.1,1.6,1.0,92,,NGC 4448
,-0.001,15.474,G,9.6,4.7,2.7,51,,NGC 4449
,0.005,-27.009,G,10.9,5.5,3.8,173,,NGC 4450
8,0.008,-3.107,G,10.2,4.2,3.2,109,,NGC 4459
13,0.014,-0.549,G,10.1,4.3,2.5,100,,NGC 4473
3,0.004,0.208,G,10.3,3.7,3.2,26,,NGC 4477
,0.004,-1.308,G,11.4,1.8,1.4,144,,NGC 4478
6,0.004,29.372,G,12.2,2.0,1.3,2,,NGC 4485
4,0.001,-0.057,G,9.7,6.7,1.6,133,,NGC 4490
3,0.013,-15.869,G,9.8,4.3,4.1,173,,NGC 4494
31,0.045,-18.075,G,9.6,9.6,3.3,113,,NGC 4526
,0.001,-5.046,G,10.5,6.3,1.7,69,,NGC 4527
7,0.003,5.544,G,9.9,8.2,7.5,27,,NGC 4535
,0.002,-6.010,G,10.5,7.1,2.5,121,,NGC 4536
9,0.018,-5.981,G,10.6,3.2,1.8,90,,NGC 4546
1,-0.001,18.289,G,11.0,5.5,4.5,150,,NGC 4548
1,0.001,-2.275,G,12.0,3.2,0.7,179,,NGC 4550
8,0.007,15.739,G,9.9,10.6,4.8,148,,NGC 4559
5,0.007,-1.972,G,10.9,16.8,2.9,135,Needle Galaxy,NGC 4565
4,0.009,-18.741,G,11.1,3.9,0.9,160,,NGC 4570
23,0.052,-18.870,G,8.6,8.4,4.9,90,Sombrero Galaxy,NGC 4594
1,-0.001,21.799,G,10.5,3.9,3.3,120,,NGC 4596
21,0.026,30.975,G,10.8,3.6,2.3,32,,NGC 4618
12,0.010,-8.609,G,9.2,14.4,2.2,86,Whale Galaxy,NGC 4631
4,0.012,-29.854,G,10.0,6.3,4.7,150,,NGC 4636
6,0.008,-0.710,G,10.7,2.2,1.8,132,,NGC 4643
10,0.010,11.149,G,10.5,4.7,2.5,123,,NGC 4654
1,0.001,19.041,GPair,,8.0,,,,NGC 4656
3,0.009,-20.977,G,11.3,2.1,1.6,100,,NGC 4660
4,0.010,-8.135,Dup,,,,,,NGC 4665
,0.000,-3.518,G,10.8,5.0,2.0,40,,NGC 4666
22,0.044,14.225,G,10.9,3.8,2.9,163,,NGC 4689
7,0.014,-19.564,G,9.4,7.1,4.2,83,,NGC 4697
,-0.004,14.288,G,10.7,3.8,1.6,170,,NGC 4698
,0.011,-17.152,G,9.5,4.0,3.0,35,,NGC 4699
25,0.024,34.166,G,9.4,9.7,7.1,36,,NGC 4725
27,0.032,-26.701,G,9.7,6.5,3.1,86,,NGC 4753
,-0.001,12.514,G,10.5,4.2,1.9,22,,NGC 4754
7,0.010,-0.083,G,10.2,8.3,3.5,32,,NGC 4762
18,0.025,-21.768,G,11.4,3.7,1.5,120,,NGC 4781
18,0.004,57.068,G,12.3,1.6,1.2,21,,NGC 4800
44,0.056,-44.955,G,11.0,5.5,1.2,82,,NGC 4845
10,0.022,-16.618,G,10.6,4.2,1.6,38,,NGC 4856
9,0.002,29.213,G,11.1,5.8,1.0,88,,NGC 4866
33,0.020,-11.670,G,11.4,2.1,2.0,150,,NGC 4900
57,0.086,-10.521,G,10.6,4.8,1.2,7,,NGC 4958
36,0.064,0.187,G,11.1,2.4,1.5,99,,NGC 4995
9,0.021,44.892,G,10.7,4.8,1.5,70,,NGC 5005
27,0.042,-0.465,G,10.7,9.8,4.6,172,,NGC 5033
20,0.059,-53.229,G,10.8,5.0,2.9,171,,NGC 5054
140,0.217,63.901,G,9.6,5.5,4.4,79,,NGC 5195
52,0.126,-38.381,G,10.0,4.1,2.4,120,,NGC 5248
24,0.076,26.769,G,12.2,2.3,1.5,6,,NGC 5273
48,0.119,24.537,G,10.1,5.6,3.5,95,,NGC 5322
40,0.114,-54.936,G,10.2,4.2,2.8,133,,NGC 5363
,0.002,-0.241,G,10.5,3.8,1.7,45,,NGC 5364
101,0.154,23.521,GCl,9.7,6.6,,,,NGC 5466
6,-0.012,26.358,G,11.5,2.0,1.5,156,,NGC 5473
,0.005,-1.231,G,11.0,2.4,1.6,100,,NGC 5474
82,0.223,-17.168,G,11.0,2.3,1.1,97,,NGC 5557
8,0.032,-32.560,G,10.5,5.4,2.1,35,,NGC 5566
9,0.012,-0.663,G,10.9,2.8,1.9,91,,NGC 5576
54,0.092,53.312,G,11.6,1.9,1.9,140,,NGC 5631
2,0.051,-62.559,GCl,10.1,4.5,,,,NGC 5634
41,0.052,55.434,G,11.2,3.6,1.6,46,,NGC 5676
12,0.046,-0.716,G,11.8,3.7,0.9,86,,NGC 5689
4,0.068,-75.280,GCl,10.9,3.3,,,,NGC 5694
51,0.089,28.493,G,10.6,7.2,1.1,172,,NGC 5746
99,0.359,-0.349,G,10.2,4.3,4.0,35,,NGC 5846
19,0.000,54.157,G,9.9,6.3,2.7,126,,NGC 5866
30,0.182,-76.773,GCl,8.5,9.9,,,,NGC 5897
9,-0.025,77.339,G,10.4,11.3,1.8,156,,NGC 5907
74,0.379,3.027,G,11.1,3.1,2.0,110,,NGC 5982
135,0.720,-61.639,G,11.7,4.5,1.8,59,,NGC 6118
25,0.090,-23.742,GCl,9.6,5.4,,,,NGC 6144
26,0.088,12.971,GCl,8.8,7.8,,,,NGC 6171
35,0.176,49.886,G,11.6,3.5,1.6,17,,NGC 6207
9,-0.174,41.366,G,12.8,2.2,1.6,155,,NGC 6217
11,0.239,-30.670,GCl,9.9,4.8,,,,NGC 6229
5,0.107,-69.705,GCl,7.2,4.2,,,,NGC 6235
48,0.185,-2.587,GCl,7.4,6.6,,,,NGC 6284
2,0.011,2.056,GCl,10.3,5.4,,,,NGC 6287
5,0.084,-3.874,GCl,9.0,4.5,,,,NGC 6293
10,0.072,-2.880,GCl,9.0,3.6,,,,NGC 6304
11,0.035,1.322,GCl,9.0,4.8,,,,NGC 6316
25,0.076,8.553,GCl,10.0,6.6,,,,NGC 6342
12,0.047,-6.766,GCl,11.1,2.7,,,,NGC 6355
,-0.007,8.540,GCl,7.4,5.4,,,,NGC 6356
12,0.096,-5.946,PN,11.4,0.6,,,Little Ghost Nebula,NGC 6369
31,0.155,-0.150,GCl,10.7,4.5,,,,NGC 6401
24,0.105,27.079,GCl,,5.7,,,,NGC 6426
13,0.066,-23.530,GCl,10.1,5.1,,,,NGC 6440
4,0.006,0.351,PN,11.2,0.6,,,Little Gem,NGC 6445
5,0.024,-10.203,OCl,8.2,7.2,,,,NGC 6451
62,0.200,7.240,Neb,8.5,28.0,28.0,,Trifid Nebula,NGC 6514
2,-0.014,14.013,GCl,11.1,4.8,,,,NGC 6517
2,0.026,-18.927,OCl,7.6,5.4,,,,NGC 6520
1,0.002,-2.148,GCl,9.5,3.9,,,,NGC 6522
5,0.021,-0.022,GCl,10.7,3.6,,,,NGC 6528
11,0.022,2.293,GCl,,4.1,,,,NGC 6540
2,-0.126,94.396,PN,9.0,0.9,,,Cat's Eye Nebula,NGC 6543
,0.146,-91.631,GCl,9.9,6.0,,,,NGC 6544
8,0.033,-0.910,GCl,9.1,5.4,,,,NGC 6553
14,0.057,4.280,OCl,8.6,7.8,,,,NGC 6568
,0.015,-10.200,GCl,9.5,4.5,,,,NGC 6569
13,0.037,9.690,OCl,10.0,3.6,,,,NGC 6583
40,0.131,-8.223,GCl,,3.3,,,,NGC 6624
4,0.033,7.158,PN,11.3,0.3,,,,NGC 6629
3,0.026,29.711,OCl,4.6,12.0,,,,NGC 6633
4,0.062,-32.004,GCl,9.7,4.2,,,,NGC 6638
3,0.016,2.020,GCl,10.2,3.9,,,,NGC 6642
2,0.012,6.592,OCl,8.5,5.4,,,,NGC 6645
18,0.065,8.663,OCl,7.8,6.0,,,,NGC 6664
47,0.276,-0.484,GCl,8.7,5.7,,,,NGC 6712
42,0.245,12.971,OCl,7.5,6.0,,,,NGC 6755
,0.015,0.440,OCl,10.6,3.6,,,,NGC 6756
24,0.163,1.834,PN,11.4,1.8,,,,NGC 6781
20,0.202,13.721,OCl,8.8,4.5,,,,NGC 6802
15,0.223,-34.414,PN,9.3,0.8,,,Little Gem Nebula,NGC 6818
4,-0.014,37.453,Cl+N,7.1,6.0,,,,NGC 6823
2,0.028,27.225,PN,9.4,0.4,,,Blinking Planetary,NGC 6826
3,0.103,-27.425,OCl,7.9,4.2,,,,NGC 6830
3,0.020,6.308,OCl,7.8,4.5,,,,NGC 6834
31,0.195,14.751,OCl,7.6,5.1,,,,NGC 6866
15,0.134,-17.670,OCl,14.1,7.5,,,,NGC 6882
2,-0.000,-0.000,Dup,,,,,,NGC 6885
19,0.174,-6.384,PN,11.1,0.7,,,Blue Flash Nebula,NGC 6905
4,0.014,20.674,OCl,7.4,6.3,,,,NGC 6910
23,0.183,-33.375,GCl,9.8,5.4,,,,NGC 6934
4,-0.045,53.258,OCl,7.8,12.0,,,,NGC 6939
,0.049,-32.379,OCl,6.3,10.8,,,,NGC 6940
5,0.007,31.871,G,9.1,11.4,10.8,52,Fireworks Galaxy,NGC 6946
53,0.407,-15.625,HII,4.0,120.0,30.0,,North America Nebula,NGC 7000
5,0.037,-28.341,GCl,10.5,4.2,,,,NGC 7006
1,-0.016,38.355,PN,10.7,1.4,,,,NGC 7008
,0.061,-65.906,PN,8.0,0.7,0.5,70,Saturn Nebula,NGC 7009
34,0.149,53.859,OCl,12.0,6.0,,,,NGC 7044
17,0.172,3.883,OCl,8.3,3.6,,,,NGC 7062
23,0.117,5.222,OCl,8.4,4.8,,,,NGC 7086
41,0.225,2.114,OCl,9.7,3.0,,,,NGC 7128
13,0.020,12.059,OCl,9.3,9.6,,,,NGC 7142
17,0.142,-3.171,OCl,6.1,4.2,,,,NGC 7160
48,0.191,-16.119,OCl,7.7,6.0,,,,NGC 7209
7,0.045,-15.125,G,10.5,4.5,3.8,90,,NGC 7217
25,0.121,18.539,OCl,6.4,15.0,,,,NGC 7243
52,0.215,2.391,Dup,,,,,,NGC 7296
34,0.151,-17.873,G,9.4,9.3,3.8,170,,NGC 7331
48,0.171,23.716,Cl+N,7.2,25.0,20.0,,,NGC 7380
67,0.212,-42.152,G,11.7,2.1,0.8,171,,NGC 7448
30,0.081,-3.657,G,11.1,3.6,2.7,26,,NGC 7479
30,0.102,48.248,OCl,7.9,3.9,,,,NGC 7510
95,0.134,-69.056,G,11.0,5.3,4.5,145,,NGC 7606
55,0.114,51.020,PN,8.3,0.3,,,Copeland's Blue Snowball,NGC 7662
23,0.070,6.599,OCl,5.6,3.6,,,,NGC 7686
36,0.147,-62.095,G,11.2,3.3,2.3,55,,NGC 7723
3,0.016,0.668,G,10.6,3.6,2.8,27,,NGC 7727
61,0.292,69.001,OCl,6.7,14.4,,,,NGC 7789
,0.016,4.500,OCl,8.5,3.6,,,,NGC 7790
23,-23.919,-45.063,G,10.6,4.4,1.9,135,,NGC 7814
